DIRECTED	cites
NO_FEATURES
33824	paper:19127292	|	paper:17363749
37511	paper:19668377	|	paper:17293876
6735	paper:1313726	|	paper:3002783
33493	paper:19110882	|	paper:14578298
27380	paper:18606979	|	paper:10333910
37858	paper:19735543	|	paper:8420806
34760	paper:19228402	|	paper:17017752
34707	paper:19220880	|	paper:12734781
13481	paper:16595006	|	paper:11790819
33995	paper:19143817	|	paper:11206408
4691	paper:11943852	|	paper:7722468
27798	paper:18644886	|	paper:3138126
46909	paper:8325993	|	paper:2186054
25881	paper:18509207	|	paper:15043684
19960	paper:17894830	|	paper:2044434
50566	paper:9326333	|	paper:7487991
34769	paper:19228405	|	paper:11561483
15675	paper:17144912	|	paper:1324940
9306	paper:1541672	|	paper:1991568
23485	paper:18349042	|	paper:12486503
51915	paper:9737664	|	paper:7594559
15853	paper:17174749	|	paper:1361076
46265	paper:8100835	|	paper:2180755
4413	paper:11791216	|	paper:11484155
8719	paper:15192149	|	paper:11869680
11737	paper:16127462	|	paper:9734395
16970	paper:17327460	|	paper:9758619
47948	paper:8529129	|	paper:1936620
41333	paper:3280182	|	paper:6884606
7442	paper:14585101	|	paper:9732339
25164	paper:18477407	|	paper:15968442
14432	paper:16846517	|	paper:12171451
5646	paper:12560454	|	paper:7024027
6688	paper:12975475	|	paper:11907129
11518	paper:16075046	|	paper:1284550
24565	paper:18436707	|	paper:15384883
46355	paper:8145050	|	paper:1972779
3664	paper:11522610	|	paper:2444321
3381	paper:11454665	|	paper:2933287
24048	paper:18406405	|	paper:9032105
45163	paper:7833731	|	paper:2951066
2618	paper:11091269	|	paper:9317167
35568	paper:19360314	|	paper:12829651
44166	paper:7567975	|	paper:3240835
42265	paper:3891786	|	paper:6311651
12294	paper:16259490	|	paper:10509871
180	paper:10190896	|	paper:2794065
26614	paper:18561508	|	paper:16873794
8251	paper:1504709	|	paper:2148392
9610	paper:15520861	|	paper:14702111
3640	paper:11522593	|	paper:10963732
40994	paper:3113569	|	paper:4054448
10028	paper:15647337	|	paper:8452322
40568	paper:2961842	|	paper:6216134
43342	paper:6594040	|	paper:7233414
12217	paper:16241867	|	paper:11487743
33103	paper:19073651	|	paper:17536074
7434	paper:14585101	|	paper:11185325
5416	paper:12456547	|	paper:9802755
9835	paper:15611284	|	paper:11533710
3865	paper:11598829	|	paper:8349046
36733	paper:19488997	|	paper:16675714
10236	paper:15687377	|	paper:11979019
36744	paper:19488997	|	paper:2258796
3555	paper:11507694	|	paper:7573053
46931	paper:8326004	|	paper:1675318
31878	paper:19005023	|	paper:17130532
25921	paper:18509500	|	paper:17327327
44894	paper:7769090	|	paper:2148510
8125	paper:15013978	|	paper:11756343
36199	paper:19436679	|	paper:11565518
45408	paper:7893584	|	paper:1734985
9458	paper:15467836	|	paper:12606512
34531	paper:19187735	|	paper:14517715
4601	paper:11919048	|	paper:10191799
24554	paper:18436707	|	paper:11120765
9581	paper:15508373	|	paper:12110552
26741	paper:18562637	|	paper:15563560
14616	paper:16873751	|	paper:1516497
8126	paper:15013978	|	paper:11812768
34103	paper:19151107	|	paper:15333470
10991	paper:159313	|	paper:723641
25725	paper:18498634	|	paper:16865358
17944	paper:17469043	|	paper:14698999
25954	paper:18513455	|	paper:8012143
40759	paper:3057885	|	paper:2842756
4670	paper:11943762	|	paper:8090784
18527	paper:17570749	|	paper:12401727
45493	paper:7913714	|	paper:3287175
38265	paper:1990836	|	paper:3003909
17678	paper:17428252	|	paper:15855328
20901	paper:18006654	|	paper:17686944
41686	paper:3496416	|	paper:3896899
2153	paper:10937502	|	paper:1314967
42047	paper:3708906	|	paper:6791599
13242	paper:16517804	|	paper:15132888
30974	paper:18924636	|	paper:6380287
2807	paper:11160138	|	paper:1829330
18899	paper:17597523	|	paper:17451420
36409	paper:19469001	|	paper:15471153
30733	paper:18841263	|	paper:1587398
19690	paper:17762000	|	paper:12027929
39277	paper:2189891	|	paper:3290006
31390	paper:18971435	|	paper:17192330
44209	paper:7568143	|	paper:1697648
17137	paper:17349010	|	paper:11734230
48338	paper:8636416	|	paper:7989590
31580	paper:18981116	|	paper:11035773
19191	paper:17662714	|	paper:10333910
23086	paper:18311190	|	paper:12522068
36816	paper:19508712	|	paper:12823234
11661	paper:16109069	|	paper:1469084
7757	paper:1469084	|	paper:2424992
9169	paper:15358643	|	paper:9626161
42010	paper:3632094	|	paper:6369971
2865	paper:11238556	|	paper:9054944
31799	paper:18996116	|	paper:14618237
27036	paper:18591388	|	paper:17206141
40570	paper:2961842	|	paper:6373460
11258	paper:15985177	|	paper:3111583
37173	paper:19587831	|	paper:10480608
50518	paper:9314549	|	paper:2480383
31911	paper:19007436	|	paper:12773120
5209	paper:12361980	|	paper:1613467
34780	paper:19228405	|	paper:15975110
43269	paper:650240	|	paper:588254
21220	paper:18060022	|	paper:8278351
36759	paper:19489075	|	paper:1494889
18520	paper:17570255	|	paper:12765949
7947	paper:14730479	|	paper:11673414
40241	paper:2703526	|	paper:3905460
20183	paper:17942684	|	paper:17293876
20406	paper:17969365	|	paper:15889234
17582	paper:17416797	|	paper:16855264
7011	paper:1402656	|	paper:2119056
14273	paper:16823476	|	paper:15127202
24408	paper:18430197	|	paper:17389701
28413	paper:18676351	|	paper:8659491
16499	paper:17302896	|	paper:11476858
41298	paper:3276208	|	paper:6360766
45403	paper:7888929	|	paper:3240834
28356	paper:18670622	|	paper:12845430
46977	paper:8326015	|	paper:2185106
51631	paper:9683605	|	paper:8405760
32890	paper:19060127	|	paper:11135624
17755	paper:17436030	|	paper:15671192
23324	paper:18330949	|	paper:9203944
9796	paper:15610327	|	paper:10666428
28489	paper:18678618	|	paper:17846124
6189	paper:12813916	|	paper:11602628
6283	paper:12819312	|	paper:9732337
32666	paper:19050058	|	paper:17671651
40588	paper:2969728	|	paper:7002677
34430	paper:19180473	|	paper:15047612
38868	paper:2040701	|	paper:2668332
40659	paper:3003160	|	paper:6306391
29241	paper:18753673	|	paper:17601992
18180	paper:17509149	|	paper:16186404
10210	paper:15670442	|	paper:1914802
36053	paper:19436648	|	paper:16912128
